Date,Time,Latitude,Longitude,Depth,Author
1956/07/21,15:32:25,23.0,70.0,,CGS
1956/07/21,15:32:26,23.34,70.02,,ISS
1956/07/21,15:32:27,23.6,70.0,,SHL
1956/07/21,15:32:28,23.3,69.8,,BCIS
1956/07/21,15:32:30,23.0,70.0,,MOS
1956/07/21,15:32:30,24.0,70.0,,QUE
1956/07/21,15:32:30.09,23.2781,70.1069,15.0f,ISC
1956/07/21,15:32:45.78,23.276367,70.070043,152.206380,NLL
