Date,Time,Latitude,Longitude,Depth,Author
1945/06/04,12:08:55,30.0,80.0,,CGS
1945/06/04,12:08:55,30.3,80.0,,ISS
1945/06/04,12:09:06,30.0,80.0,60.0,GUTE
1945/06/04,12:08:59.67,30.218,80.0822,15.0f,ISC
1945/06/04,12:09:0.629707,30.1978,80.5078,31.4977,NLL
