Date,Time,Latitude,Longitude,Depth,Author
1905/04/04,00:50:00,33.0,76.0,35.0,GUTE
1905/04/04,00:50:00.00,33.0,76.0,0.0,CENT
1905/04/04,00:49:59.48,32.6359,76.7878,20.0,ISC
1905/04/04,00:50:53.7723,32.7686,77.3266,0.391276,NLL
